tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
654,4/1/2016 06:11:20,4/1/2016 06:22:14,263,Elizabeth St & Hester St,40.71729,-73.996375,2012,E 27 St & 1 Ave,40.739445,-73.976806,19550,Subscriber,1987.0,1
259,4/1/2016 06:11:29,4/1/2016 06:15:49,368,Carmine St & 6 Ave,40.73038599,-74.00214988,345,W 13 St & 6 Ave,40.73649403,-73.99704374,15456,Subscriber,1987.0,2
550,4/1/2016 06:11:32,4/1/2016 06:20:42,482,W 15 St & 7 Ave,40.73935542,-73.99931783,267,Broadway & W 36 St,40.75097711,-73.98765428,19074,Subscriber,1982.0,2
1071,4/1/2016 06:11:41,4/1/2016 06:29:33,488,W 39 St & 9 Ave,40.75645824,-73.99372222,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,19398,Subscriber,1964.0,1
560,4/1/2016 06:11:41,4/1/2016 06:21:01,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,520,W 52 St & 5 Ave,40.75992262,-73.97648516,21278,Subscriber,1961.0,1
477,4/1/2016 06:11:42,4/1/2016 06:19:39,358,Christopher St & Greenwich St,40.73291553,-74.00711384,459,W 20 St & 11 Ave,40.746745,-74.007756,17540,Subscriber,1978.0,1
700,4/1/2016 06:11:43,4/1/2016 06:23:23,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,517,Pershing Square South,40.751581,-73.97791,20731,Subscriber,1975.0,1
540,4/1/2016 06:11:44,4/1/2016 06:20:45,490,8 Ave & W 33 St,40.751551,-73.993934,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,15888,Subscriber,1967.0,1
401,4/1/2016 06:11:50,4/1/2016 06:18:32,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,18937,Subscriber,1987.0,2
582,4/1/2016 06:11:52,4/1/2016 06:21:35,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,3136,5 Ave & E 63 St,40.76650452,-73.97147595,15463,Subscriber,1962.0,1
460,4/1/2016 06:11:59,4/1/2016 06:19:39,428,E 3 St & 1 Ave,40.72467721,-73.98783413,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20624,Subscriber,1980.0,1
188,4/1/2016 06:12:06,4/1/2016 06:15:15,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,359,E 47 St & Park Ave,40.75510267,-73.97498696,21632,Subscriber,1986.0,1
319,4/1/2016 06:12:08,4/1/2016 06:17:27,444,Broadway & W 24 St,40.7423543,-73.98915076,254,W 11 St & 6 Ave,40.73532427,-73.99800419,20878,Subscriber,1991.0,1
958,4/1/2016 06:12:10,4/1/2016 06:28:09,285,Broadway & E 14 St,40.73454567,-73.99074142,477,W 41 St & 8 Ave,40.75640548,-73.9900262,19643,Subscriber,1968.0,1
771,4/1/2016 06:12:26,4/1/2016 06:25:18,488,W 39 St & 9 Ave,40.75645824,-73.99372222,497,E 17 St & Broadway,40.73704984,-73.99009296,20014,Subscriber,1964.0,1
952,4/1/2016 06:12:29,4/1/2016 06:28:22,519,Pershing Square North,40.751873,-73.977706,3176,W 64 St & West End Ave,40.77452835,-73.98753759,15951,Subscriber,1960.0,1
571,4/1/2016 06:12:28,4/1/2016 06:22:00,446,W 24 St & 7 Ave,40.74487634,-73.99529885,328,Watts St & Greenwich St,40.72405549,-74.00965965,19240,Subscriber,1988.0,1
251,4/1/2016 06:12:34,4/1/2016 06:16:46,147,Greenwich St & Warren St,40.71542197,-74.01121978,387,Centre St & Chambers St,40.71273266,-74.0046073,20247,Subscriber,1974.0,1
229,4/1/2016 06:12:42,4/1/2016 06:16:32,262,Washington Park,40.6917823,-73.9737299,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,15207,Subscriber,1988.0,2
1517,4/1/2016 06:12:44,4/1/2016 06:38:01,501,FDR Drive & E 35 St,40.744219,-73.97121214,417,Barclay St & Church St,40.71291224,-74.01020234,15471,Subscriber,1977.0,1
557,4/1/2016 06:12:44,4/1/2016 06:22:02,410,Suffolk St & Stanton St,40.72066442,-73.98517977,253,W 13 St & 5 Ave,40.73543934,-73.99453948,15706,Subscriber,1984.0,1
220,4/1/2016 06:12:52,4/1/2016 06:16:32,526,E 33 St & 5 Ave,40.74765947,-73.98490707,527,E 33 St & 2 Ave,40.744023,-73.976056,18161,Subscriber,1985.0,1
813,4/1/2016 06:12:52,4/1/2016 06:26:25,545,E 23 St & 1 Ave,40.736502,-73.97809472,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,17157,Subscriber,1983.0,1
437,4/1/2016 06:13:00,4/1/2016 06:20:18,128,MacDougal St & Prince St,40.72710258,-74.00297088,483,E 12 St & 3 Ave,40.73223272,-73.98889957,16034,Subscriber,1970.0,1
407,4/1/2016 06:13:20,4/1/2016 06:20:07,359,E 47 St & Park Ave,40.75510267,-73.97498696,500,Broadway & W 51 St,40.76228826,-73.98336183,21485,Subscriber,1954.0,1
604,4/1/2016 06:13:27,4/1/2016 06:23:32,361,Allen St & Hester St,40.71605866,-73.99190759,497,E 17 St & Broadway,40.73704984,-73.99009296,18552,Subscriber,1987.0,1
466,4/1/2016 06:13:29,4/1/2016 06:21:16,360,William St & Pine St,40.70717936,-74.00887308,329,Greenwich St & N Moore St,40.72043411,-74.01020609,17728,Subscriber,1987.0,1
411,4/1/2016 06:13:32,4/1/2016 06:20:23,488,W 39 St & 9 Ave,40.75645824,-73.99372222,489,10 Ave & W 28 St,40.75066386,-74.00176802,19333,Subscriber,1958.0,1
723,4/1/2016 06:13:39,4/1/2016 06:25:42,295,Pike St & E Broadway,40.71406667,-73.99293911,534,Water - Whitehall Plaza,40.70255065,-74.0127234,19622,Subscriber,1987.0,2
359,4/1/2016 06:13:55,4/1/2016 06:19:54,519,Pershing Square North,40.751873,-73.977706,536,1 Ave & E 30 St,40.74144387,-73.97536082,15319,Subscriber,1985.0,1
137,4/1/2016 06:14:14,4/1/2016 06:16:32,527,E 33 St & 2 Ave,40.744023,-73.976056,472,E 32 St & Park Ave,40.7457121,-73.98194829,17771,Subscriber,1981.0,2
465,4/1/2016 06:14:17,4/1/2016 06:22:03,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,491,E 24 St & Park Ave S,40.74096374,-73.98602213,16638,Subscriber,1968.0,1
884,4/1/2016 06:14:22,4/1/2016 06:29:06,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,137,E 56 St & Madison Ave,40.761628,-73.972924,18212,Subscriber,1979.0,1
587,4/1/2016 06:14:32,4/1/2016 06:24:19,238,Bank St & Washington St,40.7361967,-74.00859207,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14544,Subscriber,1974.0,1
1113,4/1/2016 06:14:42,4/1/2016 06:33:15,393,E 5 St & Avenue C,40.72299208,-73.97995466,465,Broadway & W 41 St,40.75513557,-73.98658032,14806,Subscriber,1989.0,1
375,4/1/2016 06:14:45,4/1/2016 06:21:00,493,W 45 St & 6 Ave,40.7568001,-73.98291153,164,E 47 St & 2 Ave,40.75323098,-73.97032517,19879,Subscriber,1957.0,1
874,4/1/2016 06:14:52,4/1/2016 06:29:26,454,E 51 St & 1 Ave,40.75455731,-73.96592976,444,Broadway & W 24 St,40.7423543,-73.98915076,16948,Subscriber,1984.0,2
413,4/1/2016 06:15:09,4/1/2016 06:22:02,490,8 Ave & W 33 St,40.751551,-73.993934,527,E 33 St & 2 Ave,40.744023,-73.976056,18381,Subscriber,1981.0,1
300,4/1/2016 06:15:09,4/1/2016 06:20:10,435,W 21 St & 6 Ave,40.74173969,-73.99415556,461,E 20 St & 2 Ave,40.73587678,-73.98205027,17861,Subscriber,1987.0,2
216,4/1/2016 06:15:11,4/1/2016 06:18:47,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,16765,Subscriber,1989.0,1
547,4/1/2016 06:15:11,4/1/2016 06:24:19,490,8 Ave & W 33 St,40.751551,-73.993934,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,15198,Subscriber,1964.0,1
1279,4/1/2016 06:15:12,4/1/2016 06:36:32,326,E 11 St & 1 Ave,40.72953837,-73.98426726,524,W 43 St & 6 Ave,40.75527307,-73.98316936,14663,Subscriber,1991.0,1
441,4/1/2016 06:15:22,4/1/2016 06:22:44,410,Suffolk St & Stanton St,40.72066442,-73.98517977,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,20743,Subscriber,1993.0,2
404,4/1/2016 06:15:24,4/1/2016 06:22:08,334,W 20 St & 7 Ave,40.74238787,-73.99726235,461,E 20 St & 2 Ave,40.73587678,-73.98205027,18663,Subscriber,1968.0,1
369,4/1/2016 06:15:31,4/1/2016 06:21:41,394,E 9 St & Avenue C,40.72521311,-73.97768752,483,E 12 St & 3 Ave,40.73223272,-73.98889957,15887,Customer,,0
777,4/1/2016 06:15:33,4/1/2016 06:28:31,511,E 14 St & Avenue B,40.72938685,-73.97772429,434,9 Ave & W 18 St,40.74317449,-74.00366443,17549,Subscriber,1971.0,1
607,4/1/2016 06:15:45,4/1/2016 06:25:53,3140,1 Ave & E 78 St,40.77140426,-73.9535166,137,E 56 St & Madison Ave,40.761628,-73.972924,17924,Subscriber,1978.0,1
511,4/1/2016 06:15:52,4/1/2016 06:24:23,212,W 16 St & The High Line,40.74334935,-74.00681753,402,Broadway & E 22 St,40.7403432,-73.98955109,18260,Subscriber,1981.0,2
1232,4/1/2016 06:16:04,4/1/2016 06:36:37,332,Cherry St,40.71219906,-73.97948148,472,E 32 St & Park Ave,40.7457121,-73.98194829,15521,Subscriber,1958.0,1
507,4/1/2016 06:16:08,4/1/2016 06:24:36,546,E 30 St & Park Ave S,40.74444921,-73.98303529,484,W 44 St & 5 Ave,40.75500254,-73.98014437,18103,Subscriber,1962.0,1
526,4/1/2016 06:16:13,4/1/2016 06:24:59,529,W 42 St & 8 Ave,40.7575699,-73.99098507,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,21289,Subscriber,1975.0,1
477,4/1/2016 06:16:23,4/1/2016 06:24:21,3002,South End Ave & Liberty St,40.711512,-74.015756,328,Watts St & Greenwich St,40.72405549,-74.00965965,23036,Subscriber,1988.0,1
1001,4/1/2016 06:16:32,4/1/2016 06:33:13,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,16339,Subscriber,1995.0,1
769,4/1/2016 06:16:43,4/1/2016 06:29:33,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,493,W 45 St & 6 Ave,40.7568001,-73.98291153,21407,Subscriber,1969.0,1
197,4/1/2016 06:16:44,4/1/2016 06:20:01,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,17267,Subscriber,1977.0,1
352,4/1/2016 06:17:10,4/1/2016 06:23:03,468,Broadway & W 55 St,40.7652654,-73.98192338,456,E 53 St & Madison Ave,40.7597108,-73.97402311,14792,Subscriber,1991.0,1
978,4/1/2016 06:17:19,4/1/2016 06:33:38,458,11 Ave & W 27 St,40.751396,-74.005226,426,West St & Chambers St,40.71754834,-74.01322069,21649,Subscriber,1987.0,2
1314,4/1/2016 06:17:44,4/1/2016 06:39:38,3150,E 85 St & York Ave,40.77536905,-73.94803392,517,Pershing Square South,40.751581,-73.97791,14723,Subscriber,1991.0,2
1575,4/1/2016 06:17:45,4/1/2016 06:44:00,426,West St & Chambers St,40.71754834,-74.01322069,224,Spruce St & Nassau St,40.71146364,-74.00552427,18665,Customer,,0
401,4/1/2016 06:18:03,4/1/2016 06:24:45,500,Broadway & W 51 St,40.76228826,-73.98336183,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,19033,Subscriber,1968.0,1
302,4/1/2016 06:18:03,4/1/2016 06:23:05,469,Broadway & W 53 St,40.76344058,-73.98268129,422,W 59 St & 10 Ave,40.770513,-73.988038,21222,Subscriber,1982.0,1
708,4/1/2016 06:18:03,4/1/2016 06:29:52,521,8 Ave & W 31 St N,40.75096734871598,-73.99444207549095,530,11 Ave & W 59 St,40.771522,-73.990541,21715,Subscriber,1995.0,1
701,4/1/2016 06:18:03,4/1/2016 06:29:45,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,325,E 19 St & 3 Ave,40.73624527,-73.98473765,14807,Subscriber,1957.0,1
1556,4/1/2016 06:18:05,4/1/2016 06:44:02,426,West St & Chambers St,40.71754834,-74.01322069,224,Spruce St & Nassau St,40.71146364,-74.00552427,15169,Customer,,0
467,4/1/2016 06:18:06,4/1/2016 06:25:54,529,W 42 St & 8 Ave,40.7575699,-73.99098507,167,E 39 St & 3 Ave,40.7489006,-73.97604882,20724,Subscriber,1966.0,1
249,4/1/2016 06:18:07,4/1/2016 06:22:17,462,W 22 St & 10 Ave,40.74691959,-74.00451887,116,W 17 St & 8 Ave,40.74177603,-74.00149746,15015,Subscriber,1988.0,1
527,4/1/2016 06:18:15,4/1/2016 06:27:03,355,Bayard St & Baxter St,40.71602118,-73.99974372,483,E 12 St & 3 Ave,40.73223272,-73.98889957,19997,Subscriber,1987.0,1
338,4/1/2016 06:18:18,4/1/2016 06:23:57,526,E 33 St & 5 Ave,40.74765947,-73.98490707,359,E 47 St & Park Ave,40.75510267,-73.97498696,17114,Subscriber,1973.0,1
139,4/1/2016 06:18:22,4/1/2016 06:20:42,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,18613,Subscriber,1985.0,1
1545,4/1/2016 06:18:23,4/1/2016 06:44:09,426,West St & Chambers St,40.71754834,-74.01322069,224,Spruce St & Nassau St,40.71146364,-74.00552427,20961,Customer,,0
565,4/1/2016 06:18:35,4/1/2016 06:28:01,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,260,Broad St & Bridge St,40.70365182,-74.01167797,20708,Subscriber,1976.0,1
1024,4/1/2016 06:18:35,4/1/2016 06:35:40,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,347,Greenwich St & W Houston St,40.728846,-74.008591,18190,Subscriber,1949.0,1
446,4/1/2016 06:18:38,4/1/2016 06:26:04,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15780,Subscriber,1962.0,1
1863,4/1/2016 06:18:42,4/1/2016 06:49:45,262,Washington Park,40.6917823,-73.9737299,285,Broadway & E 14 St,40.73454567,-73.99074142,19488,Subscriber,1965.0,2
506,4/1/2016 06:18:50,4/1/2016 06:27:16,529,W 42 St & 8 Ave,40.7575699,-73.99098507,513,W 56 St & 10 Ave,40.768254,-73.988639,15665,Subscriber,1963.0,1
244,4/1/2016 06:18:51,4/1/2016 06:22:55,301,E 2 St & Avenue B,40.72217444,-73.98368779,250,Lafayette St & Jersey St,40.72456089,-73.99565293,23320,Subscriber,1992.0,1
467,4/1/2016 06:18:56,4/1/2016 06:26:43,237,E 11 St & 2 Ave,40.73047309,-73.98672378,402,Broadway & E 22 St,40.7403432,-73.98955109,19331,Subscriber,1990.0,2
175,4/1/2016 06:19:04,4/1/2016 06:22:00,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,15137,Subscriber,1985.0,2
542,4/1/2016 06:19:10,4/1/2016 06:28:12,407,Henry St & Poplar St,40.700469,-73.991454,310,State St & Smith St,40.68926942,-73.98912867,15173,Subscriber,1967.0,1
375,4/1/2016 06:19:14,4/1/2016 06:25:30,526,E 33 St & 5 Ave,40.74765947,-73.98490707,440,E 45 St & 3 Ave,40.75255434,-73.97282625,18382,Subscriber,1983.0,1
519,4/1/2016 06:19:16,4/1/2016 06:27:55,478,11 Ave & W 41 St,40.76030096,-73.99884222,530,11 Ave & W 59 St,40.771522,-73.990541,18389,Subscriber,1965.0,1
222,4/1/2016 06:19:18,4/1/2016 06:23:00,237,E 11 St & 2 Ave,40.73047309,-73.98672378,504,1 Ave & E 15 St,40.73221853,-73.98165557,15773,Subscriber,1972.0,1
1229,4/1/2016 06:19:17,4/1/2016 06:39:47,426,West St & Chambers St,40.71754834,-74.01322069,448,W 37 St & 10 Ave,40.75660359,-73.9979009,21406,Subscriber,1992.0,2
686,4/1/2016 06:19:23,4/1/2016 06:30:49,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,536,1 Ave & E 30 St,40.74144387,-73.97536082,14532,Subscriber,1980.0,1
446,4/1/2016 06:19:29,4/1/2016 06:26:56,312,Allen St & Stanton St,40.722055,-73.989111,386,Centre St & Worth St,40.71494807,-74.00234482,14965,Subscriber,1992.0,1
792,4/1/2016 06:19:29,4/1/2016 06:32:42,529,W 42 St & 8 Ave,40.7575699,-73.99098507,475,E 16 St & Irving Pl,40.73524276,-73.98758561,15183,Subscriber,1965.0,1
322,4/1/2016 06:19:32,4/1/2016 06:24:54,477,W 41 St & 8 Ave,40.75640548,-73.9900262,524,W 43 St & 6 Ave,40.75527307,-73.98316936,21556,Subscriber,1956.0,1
745,4/1/2016 06:19:34,4/1/2016 06:32:00,305,E 58 St & 3 Ave,40.76095756,-73.96724467,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,20876,Subscriber,1976.0,1
1367,4/1/2016 06:19:46,4/1/2016 06:42:34,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,456,E 53 St & Madison Ave,40.7597108,-73.97402311,17956,Subscriber,1986.0,2
445,4/1/2016 06:19:50,4/1/2016 06:27:16,529,W 42 St & 8 Ave,40.7575699,-73.99098507,469,Broadway & W 53 St,40.76344058,-73.98268129,19234,Subscriber,1975.0,1
1215,4/1/2016 06:19:56,4/1/2016 06:40:12,461,E 20 St & 2 Ave,40.73587678,-73.98205027,259,South St & Whitehall St,40.70122128,-74.01234218,24219,Subscriber,1975.0,1
603,4/1/2016 06:19:56,4/1/2016 06:30:00,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,17136,Subscriber,1963.0,2
338,4/1/2016 06:20:01,4/1/2016 06:25:39,529,W 42 St & 8 Ave,40.7575699,-73.99098507,524,W 43 St & 6 Ave,40.75527307,-73.98316936,18094,Subscriber,1993.0,1
1280,4/1/2016 06:20:03,4/1/2016 06:41:23,400,Pitt St & Stanton St,40.71926081,-73.98178024,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,18403,Subscriber,1979.0,1
444,4/1/2016 06:20:04,4/1/2016 06:27:29,3116,Huron St & Franklin St,40.73266,-73.95826,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,18040,Subscriber,1974.0,1
126,4/1/2016 06:20:05,4/1/2016 06:22:12,3116,Huron St & Franklin St,40.73266,-73.95826,3112,Milton St & Franklin St,40.72906,-73.95779,15120,Subscriber,1981.0,1
276,4/1/2016 06:20:05,4/1/2016 06:24:42,523,W 38 St & 8 Ave,40.75466591,-73.99138152,450,W 49 St & 8 Ave,40.76227205,-73.98788205,17504,Subscriber,1967.0,1
163,4/1/2016 06:20:19,4/1/2016 06:23:02,432,E 7 St & Avenue A,40.72621788,-73.98379855,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,19107,Subscriber,1991.0,1
320,4/1/2016 06:20:22,4/1/2016 06:25:42,529,W 42 St & 8 Ave,40.7575699,-73.99098507,447,8 Ave & W 52 St,40.76370739,-73.9851615,15353,Subscriber,1986.0,1
934,4/1/2016 06:20:22,4/1/2016 06:35:56,529,W 42 St & 8 Ave,40.7575699,-73.99098507,3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,17661,Subscriber,1967.0,1
1026,4/1/2016 06:20:30,4/1/2016 06:37:37,494,W 26 St & 8 Ave,40.74734825,-73.99723551,519,Pershing Square North,40.751873,-73.977706,15223,Subscriber,1964.0,1
557,4/1/2016 06:20:37,4/1/2016 06:29:55,546,E 30 St & Park Ave S,40.74444921,-73.98303529,524,W 43 St & 6 Ave,40.75527307,-73.98316936,20211,Subscriber,1980.0,1
1319,4/1/2016 06:20:36,4/1/2016 06:42:35,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,3141,1 Ave & E 68 St,40.76500525,-73.95818491,21297,Subscriber,1971.0,1
754,4/1/2016 06:20:49,4/1/2016 06:33:23,529,W 42 St & 8 Ave,40.7575699,-73.99098507,527,E 33 St & 2 Ave,40.744023,-73.976056,16942,Customer,,0
930,4/1/2016 06:20:57,4/1/2016 06:36:28,426,West St & Chambers St,40.71754834,-74.01322069,514,12 Ave & W 40 St,40.76087502,-74.00277668,21566,Customer,,0
1011,4/1/2016 06:21:21,4/1/2016 06:38:12,509,9 Ave & W 22 St,40.7454973,-74.00197139,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,21086,Subscriber,1965.0,1
343,4/1/2016 06:21:20,4/1/2016 06:27:04,3222,Hanson Pl & St Felix St,40.685159599891776,-73.97711366415024,278,Concord St & Bridge St,40.69766564,-73.98476437,19491,Subscriber,1972.0,1
2003,4/1/2016 06:21:29,4/1/2016 06:54:52,422,W 59 St & 10 Ave,40.770513,-73.988038,337,Old Slip & Front St,40.7037992,-74.00838676,14615,Subscriber,1961.0,1
239,4/1/2016 06:21:28,4/1/2016 06:25:28,515,W 43 St & 10 Ave,40.76009437,-73.99461843,513,W 56 St & 10 Ave,40.768254,-73.988639,14841,Customer,,0
683,4/1/2016 06:21:41,4/1/2016 06:33:05,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,472,E 32 St & Park Ave,40.7457121,-73.98194829,23715,Subscriber,1981.0,1
1023,4/1/2016 06:21:42,4/1/2016 06:38:45,494,W 26 St & 8 Ave,40.74734825,-73.99723551,3002,South End Ave & Liberty St,40.711512,-74.015756,14832,Subscriber,1975.0,1
403,4/1/2016 06:21:50,4/1/2016 06:28:33,462,W 22 St & 10 Ave,40.74691959,-74.00451887,482,W 15 St & 7 Ave,40.73935542,-73.99931783,19731,Subscriber,1987.0,1
145,4/1/2016 06:21:54,4/1/2016 06:24:19,472,E 32 St & Park Ave,40.7457121,-73.98194829,527,E 33 St & 2 Ave,40.744023,-73.976056,17917,Subscriber,1988.0,1
647,4/1/2016 06:22:01,4/1/2016 06:32:49,444,Broadway & W 24 St,40.7423543,-73.98915076,511,E 14 St & Avenue B,40.72938685,-73.97772429,21085,Subscriber,1964.0,1
185,4/1/2016 06:22:03,4/1/2016 06:25:09,224,Spruce St & Nassau St,40.71146364,-74.00552427,309,Murray St & West St,40.7149787,-74.013012,17207,Subscriber,1986.0,1
529,4/1/2016 06:22:08,4/1/2016 06:30:57,526,E 33 St & 5 Ave,40.74765947,-73.98490707,545,E 23 St & 1 Ave,40.736502,-73.97809472,15700,Subscriber,1953.0,1
233,4/1/2016 06:22:13,4/1/2016 06:26:06,529,W 42 St & 8 Ave,40.7575699,-73.99098507,465,Broadway & W 41 St,40.75513557,-73.98658032,16546,Subscriber,1963.0,1
305,4/1/2016 06:22:17,4/1/2016 06:27:22,349,Rivington St & Ridge St,40.71850211,-73.98329859,428,E 3 St & 1 Ave,40.72467721,-73.98783413,19690,Subscriber,1989.0,1
925,4/1/2016 06:22:20,4/1/2016 06:37:46,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,319,Fulton St & Broadway,40.711066,-74.009447,21332,Subscriber,1978.0,1
513,4/1/2016 06:22:22,4/1/2016 06:30:55,529,W 42 St & 8 Ave,40.7575699,-73.99098507,530,11 Ave & W 59 St,40.771522,-73.990541,21111,Subscriber,1958.0,1
596,4/1/2016 06:23:02,4/1/2016 06:32:59,432,E 7 St & Avenue A,40.72621788,-73.98379855,311,Norfolk St & Broome St,40.7172274,-73.98802084,17817,Subscriber,1989.0,1
427,4/1/2016 06:23:06,4/1/2016 06:30:13,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,459,W 20 St & 11 Ave,40.746745,-74.007756,19649,Subscriber,1962.0,1
1694,4/1/2016 06:23:08,4/1/2016 06:51:23,426,West St & Chambers St,40.71754834,-74.01322069,465,Broadway & W 41 St,40.75513557,-73.98658032,19013,Subscriber,1978.0,1
318,4/1/2016 06:23:15,4/1/2016 06:28:34,150,E 2 St & Avenue C,40.7208736,-73.98085795,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,20523,Subscriber,1995.0,1
810,4/1/2016 06:23:20,4/1/2016 06:36:50,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,402,Broadway & E 22 St,40.7403432,-73.98955109,14779,Subscriber,1990.0,2
1298,4/1/2016 06:23:23,4/1/2016 06:45:01,3230,Penn Station Valet,40.751283596962296,-73.99692445993422,309,Murray St & West St,40.7149787,-74.013012,16989,Subscriber,1986.0,1
161,4/1/2016 06:23:29,4/1/2016 06:26:11,458,11 Ave & W 27 St,40.751396,-74.005226,459,W 20 St & 11 Ave,40.746745,-74.007756,18011,Subscriber,1988.0,1
256,4/1/2016 06:23:29,4/1/2016 06:27:46,461,E 20 St & 2 Ave,40.73587678,-73.98205027,402,Broadway & E 22 St,40.7403432,-73.98955109,19125,Subscriber,1989.0,1
1584,4/1/2016 06:23:40,4/1/2016 06:50:05,519,Pershing Square North,40.751873,-73.977706,147,Greenwich St & Warren St,40.71542197,-74.01121978,17293,Subscriber,1981.0,1
519,4/1/2016 06:23:41,4/1/2016 06:32:21,295,Pike St & E Broadway,40.71406667,-73.99293911,326,E 11 St & 1 Ave,40.72953837,-73.98426726,16137,Subscriber,1980.0,1
313,4/1/2016 06:23:52,4/1/2016 06:29:06,435,W 21 St & 6 Ave,40.74173969,-73.99415556,461,E 20 St & 2 Ave,40.73587678,-73.98205027,21551,Subscriber,1941.0,1
1243,4/1/2016 06:24:07,4/1/2016 06:44:51,2009,Catherine St & Monroe St,40.71117444,-73.99682619,463,9 Ave & W 16 St,40.74206539,-74.00443172,18148,Subscriber,1973.0,1
344,4/1/2016 06:24:10,4/1/2016 06:29:54,350,Clinton St & Grand St,40.71559509,-73.9870295,308,St James Pl & Oliver St,40.71307916,-73.99851193,15160,Subscriber,1961.0,1
1285,4/1/2016 06:24:14,4/1/2016 06:45:40,389,Broadway & Berry St,40.71044554,-73.96525063,503,E 20 St & Park Ave,40.73827428,-73.98751968,19227,Subscriber,1989.0,1
166,4/1/2016 06:24:18,4/1/2016 06:27:05,519,Pershing Square North,40.751873,-73.977706,524,W 43 St & 6 Ave,40.75527307,-73.98316936,17982,Subscriber,1975.0,1
342,4/1/2016 06:24:18,4/1/2016 06:30:00,453,W 22 St & 8 Ave,40.74475148,-73.99915362,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,16941,Subscriber,1964.0,1
304,4/1/2016 06:24:30,4/1/2016 06:29:34,433,E 13 St & Avenue A,40.72955361,-73.98057249,483,E 12 St & 3 Ave,40.73223272,-73.98889957,18567,Subscriber,1980.0,1
776,4/1/2016 06:24:39,4/1/2016 06:37:36,415,Pearl St & Hanover Square,40.7047177,-74.00926027,329,Greenwich St & N Moore St,40.72043411,-74.01020609,18540,Subscriber,1991.0,1
421,4/1/2016 06:24:46,4/1/2016 06:31:48,303,Mercer St & Spring St,40.72362738,-73.99949601,345,W 13 St & 6 Ave,40.73649403,-73.99704374,21442,Subscriber,1962.0,1
679,4/1/2016 06:24:48,4/1/2016 06:36:08,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,3141,1 Ave & E 68 St,40.76500525,-73.95818491,18595,Subscriber,1982.0,1
455,4/1/2016 06:24:57,4/1/2016 06:32:33,494,W 26 St & 8 Ave,40.74734825,-73.99723551,463,9 Ave & W 16 St,40.74206539,-74.00443172,19316,Subscriber,1964.0,1
